pair,nn_target,nn_finetune,gain
23→35°C,0.03132716361949742,0.012418815818471983,60.35767562837143
23→45°C,0.028638350349525967,0.01600950259336798,44.097678818874506
35→23°C,0.012308439134120577,0.02504003075826078,-103.43790537052413
35→45°C,0.028638350349525967,0.03539606368543374,-23.596726953302436
45→23°C,0.012308439134120577,0.01406279330133607,-14.253262725670856
45→35°C,0.03132716361949742,0.013066181690882157,58.29120743395352
