pair,src,tgt,js_div,cos_dist,l1_dist,gain,tgt_mae
23→35°C,23,35,0.30069312737086495,0.24990147938792462,0.7532981466078834,-1.3233609933103954,0.00198786544493
23→45°C,23,45,0.3119590966174722,0.19244000316773513,0.6942912022672931,-9.77643460430778,0.0023453788432663
35→23°C,35,23,0.30069312737086495,0.24990147938792462,0.7532981466078834,18.613142102614972,0.007193986228057
35→45°C,35,45,0.46223509822612496,0.5692800263071108,1.2397997530737217,-11.886291882059368,0.0023453788432663
45→23°C,45,23,0.3119590966174722,0.19244000316773513,0.6942912022672931,29.29463964813698,0.007193986228057
45→35°C,45,35,0.46223509822612496,0.5692800263071108,1.2397997530737217,5.80228146908413,0.00198786544493
